id,tags,abstract
W2041922524,"simultaneous carbothermic reduction,carbothermic reduction,sessile drop wettability technique,sessile drop wettability,carbon material substrate,reduction rate,carbon dissolution,carbon transfer,metal phase,thermodynamic calculation,metallothermic reduction,fast initial reduction stage,initial reduction stage,slow reduction stage,solid carbon","Kinetics and Mechanism of the Simultaneous Carbothermic Reduction of FeO and MnO from High-Carbon Ferromanganese Slag. The carbothermic reduction of 38.7 pct MnO-12.1 pct CaO-5.4 pct MgO-9.3 pct Al2O3-24.1 pct SiO2-10.4 pct FeO slag in Ar at was studied using the sessile drop wettability technique. Pure graphite, coke, and charcoal were used as the carbon material substrates. The reduction rates were evaluated by sampling at different reduction times and by analyzing the chemical compositions of the reduced slag and the produced metal. The carbothermic FeO reduction from slag is initially fast followed by a much slower reduction rate. However, the rate of the MnO reduction is slow in the fast FeO reduction stage, and it starts to increase significantly during the slow FeO reduction stage. The kinetics of FeO and MnO reduction are affected by the type of carbonaceous materials. Moreover, the rate of the carbon dissolution/transfer into the produced metal phase and the amount of the transferred manganese to the metal phase depend on the type of carbon. Based on the experimental observations and the thermodynamic calculations, a mechanism for MnO reduction was proposed. According to this mechanism, MnO is mainly reduced through a metallothermic reduction by Fe and the rate of MnO reduction is controlled by the rate of the consumption of FeO from the slag, which takes place simultaneously. In contrast, the rate of FeO reduction in the fast initial reduction stage is controlled by the rate of the carbon dissolution/transfer into the metal phase. However, at the second slow FeO reduction stage, it is reduced mainly by the solid carbon."
W922275247,"paramagnetic doping,dielectric response,layered ceramic,layered polycrystalline,high temperature solid state reaction,solid state reaction,x ray diffractogram,phase evolution,electron paramagnetic resonance,paramagnetic resonance,copper occupancy,titanium lattice site,electric dipole,electric permittivity,absorption peak,epr spectra,dielectric loss",The effect of paramagnetic doping on the dielectric response of K1.85Na0.15Ti4O9 layered ceramics. Ceramic samples of layered polycrystalline K1.85Na0.15Ti4O9:xCu 0 x 0.8 have been prepared using high temperature solid state reaction. Room temperature X-ray diffratograms confirm the phase evolution. Room temperature electron paramagnetic resonance EPR data show that Cu occupies Ti lattice sites giving rise to electric dipoles which increases electric permittivity. The absorption peak in EPR spectra gets broadened due to increased exchange interaction in heavily doped derivatives. Dielectric data reveal that occupancy of Cu on Ti leads to a decrease in dielectric losses and an increase in the electric permittivity as well.
W2403546088,"silver enhanced antibacterial property,antibacterial property,mgo film,sol gel coating,thermal analysis,x ray diffraction analysis,silver nanoparticle,scanning electron microscopy,x ray photoelectron spectroscopy,photoelectron spectroscopy,potentiodynamic polarization test,hanks balanced salt solution,corrosion resistance,silver nanoparticles dissolution,antibacterial test,e. coli,inhibition zone,bactericidal mechanism,surface modification,titanium based osteo implants,osteo implants","Ag-Enhanced Antibacterial Property of MgOFilm. MgO and silver-containing MgOAgMgO, 3.3, 9.1 at% Ag films were sol-gel coated on titanium to improve its antibacterial property. Thermal analyses of MgAc24H2O powder revealed that MgO was crystallized at. X-ray diffraction analysis showed that MgO was converted to MgOH2 or Mg5CO34OH24H2O during the ageing in air. Silver nanoparticles at the surface of AgMgO films were identified by scanning electron microscopy and x-ray photoelectron spectroscopy. The MgO film was about 1.5 um thick. The potentiodynamic polarization test in the Ca-free Hanks balanced salt solution showed that the coated titanium samples had better corrosion resistance than the polished one. The dissolution of silver nanoparticles resulted in a current peak in the polarization plots. In the antibacterial test against E. Coli, the inhibition zone width was 0.3, 1.6, 2.0 mm for the films with 0, 3.3, 9.1 at% Ag, respectively. The bactericidal mechanisms of the MgO and AgMgO films were discussed. The present work would provide a facile method for antibacterial surface modification of titanium based osteo-implants."
W2767799535,"mechanical analysis,parametric analysis,polypropylene fiber concrete,polypropylene fiber,u shaped girder,rail transit engineering,finite element method,non linear material property,flange slab thickness,web rigidity","Mechanical and Parametric Analysis of Cracks in Polypropylene Fiber Concrete UShaped Girder. The U-shaped girder is a type of open thin-walled structure, which is used in urban rail transit engineering. Although it employs polypropylene fiber concrete to avoid cracks, the girder is still easier to crack than other traditional structures owing to its special open thin-walled cross section. In this study, a cracking accident of a U-shaped girder, which happened during the prestressed steel tensioning, was studied by field investigation and mechanical analysis through the finite element FE method. An outline of the cracks was presented. The nonlinear material properties of the polypropylene fiber concrete and steel were discussed and used in the finite element model. The effects of the main design parameters, such as the flange slab thickness, anchorage position, and prestressed steel layout, were evaluated based on the results of the FE analysis. The results indicate that the extremely low rigidity of the web and oversize of the web longitudinal prestressed steels are the main reasons for the cracks. The risk of cracks can be reduced by increasing the thickness of the flange slab and changing the anchorage position and prestressed steel layout. Some suggestions are provided for avoiding cracks based on the results of the research."
W2368366896,"silicon containing polyester,pentacoordinate organic silicon complex,organic silicon complex,ethylene glycol,potassium hydroxide,tetracoordinate silicon,low temperature solution condensation,adipoyl chloride","THE SYNTHESIS OFFATTY SILICON-CONTAINING POLYESTER DIRECTLY FROM SiO_2 AND CHARACTERIZATION OFITS STRUCTURE. A high reactive pentacoordinate organic silicon colmplex has been prepared, by means of the reaction of silica with ethylene glycol and potassium hydroxide. Then a novel tetracoordinate silicon has been synthesized by the reaction of ClCH_2CH_2OH with reactive pentacoordinate silicon complex. Then silicon-containing polyester was synthesized by low-temperature solution condensation between tetracoordinate silicon and adipoyl chloride. The influence of different reaction condition on structure and performance of silicon-containing polyester was studied. The product was characterized and analyzed by FT-IR, TG, GPC, etc."
W2077617097,"incipient melting,cast nickel base superalloy,solution annealing,hot workability,local melted region,two step solution heat treatment,heat treatment","Study on incipient melting in cast Ni base IN939 superalloy during solution annealing and its effect on hot workability. Incipient melting of IN939 superalloy was investigated during solution annealing. In addition, the effect of this phenomenon was studied on hot workability of the alloy. The incipient melting was detected to be within the temperature range, which has been reported to be the standard temperature range of solution annealing of this material. The local melted regions were enriched in Zr, Nb and B elements, which appeared in the form of three different phases. The results also showed that even small amounts of local melted regions impair hot workability of the alloy. The use of long time solution annealing at or a two-step solution heat treatment has been recommended to delay the incipient melting of the alloy. These treatments enhance hot workability of the alloy."
W1764627432,"silk fibroin fibrous hydrogel,forming hydrogel,silk fibroin,fibrous hydrogel,nanofibrous structure,extracellular matrix,silk fibroin solution,gelation process,nanofiber network morphology,sheet structure,compressive stress,attachment and proliferation,in vitro processing","Novel two-step method to form silk fibroin fibrous hydrogel. Hydrogels prepared by silk fibroin solution have been studied. However, mimicking the nanofibrous structures of extracellular matrix for fabricating biomaterials remains a challenge. Here, a novel two-step method was applied to prepare fibrous hydrogels using regenerated silk fibroin solution containing nanofibrils in a range of tens to hundreds of nanometers. When the gelation process of silk solution occurred, it showed a top-down type gel within 30min. After gelation, silk fibroin fibrous hydrogels exhibited nanofiber network morphology with -sheet structure. Moreover, the compressive stress and modulus of fibrous hydrogels were 31.92.6 and 2.80.8kPa, respectively, which was formed using 2.0wt.% concentration solutions. In addition, fibrous hydrogels supportedattachment and proliferation over 12days. This study provides important insight in the in vitro processing of silk fibroin into useful new materials."
W1990259019,"titanium nitride,carbothermic reduction,anatase form,rutile form,tumbling mill,argon atmosphere,alumina crucible,nitrogen atmosphere,thermogravimetric analyzer,anatase to rutile transformation","Production of Titanium Nitride by Carbothermic Reduction of the Anatase and Rutile Forms of Titanium Dioxide. Two types of titanium oxide were used, rutile &gt;99.9% TiO2 and anatase &gt;99% TiO2. Both samples were mixed with graphite in accordance with the required stoichiometry, and then milled in a tumbling mill for 50 hours in an argon atmosphere to ensure thorough mixing. The mill vial was loaded with five 25.4 mm diameter stainless steel balls giving a powder to ball mass ratio of 1:43. After milling, samples were heated to in an alumina crucible at min-1 under a flowing nitrogen 100 mL min-1 atmosphere in a thermogravimetric analyser TGA. Srilankite was detected in the as-milled anatase sample but the anatase to rutile transformation was not completed during milling. After heating to most of the anatase had transformed to rutile. Reduction of anatase started just below whilst rutile underwent reduction below. TGA results showed that the anatase reduction was more complex than the rutile reduction with several stages evident between 880 and in the anatase sample whilst only two steps were observed for rutile. The initial identified products were Ti5O9 and Ti4O7 prior to TiN in anatase sample but in rutile sample only Ti4O7 was detected. Reduction was completed in rutile sample before whilst in anatase completed at. TiN was the final product in both systems after heating to. These results are discussed in light of recent work demonstrating the different reductions paths of rutile and anatase."
W2968633223,"numerical simulation,contact pressure,gas diffusion layers,pem fuel cell,two dimensional finite element model,finite element model,mechanical behavior,fuel cell stack deformation,stack deformation,elastic deformation,fibers slippage,gdl intrusion,orthotropic behavior,nonlinear orthotropic model","Numerical simulation of Effect of Contact Pressure on Gas Diffusion Layers deformation of a PEM Fuel Cell. In this study, a two-dimensional, Finite Element model has been implemented based numerical modeling simulations to predict mechanical behavior of a representative unit of fuel cell stack deformation under three levels of contact pressure between GDL and bipolar plate assuming that the GDL deformation as a combination of elastic deformation and fibers slippage. The intrusion of the GDL into the channel was estimated. Indeed, with orthotropic behavior of the GDL, the proposed nonlinear orthotropic model converges towards the models of the literature as a function of the contact pressure level between the bipolar plate and the GDL Gas Diffusion Layers."
W2087381541,"residual stress,damage development,aluminium alloy,particle reinforcement,thermal fatigue loading,stir casting,hot extrusion,diode laser,x ray diffraction,sin2 method,heat treatment,residual compressive stress,tensile stress,light optical microscope,scanning electron microscope,electron microscope,grain boundary relief,intergranular damage,thermal mismatch,mechanical mismatch,damage mechanism,global deformation,local deformation,coefficient of thermal expansion (cte)","Residual stress and damage development in the aluminium alloy EN AW-6061 particle reinforced with Al2O3 under thermal fatigue loading. Thermal fatigue TF tests were performed on the aluminium alloy EN AW-6061-T6, non-reinforced and reinforced with 15 and 22vol.% Al2O3 particles, respectively. Thewere produced by stir casting followed by hot extrusion. Thermal fatigue tests were performed using a 6kW diode laser with a beam area of about 8mm8mm focused on the centre of one flat side of disc shaped specimens. The reverse side was either attached to a water-cooled aluminium plate or directly cooled by water. The maximum temperature Tmax of the irradiated side was varied between 573 and. The heating rate was/s. Residual stresses in the matrix alloy were measured by X-ray diffraction using the sin2-method after T6 heat treatment and after defined temperature cycles. Initial residual compressive stresses between 20 and 65MPa result from the machining processes before T6 heat treatment. During the first temperature cycle the residual stresses in all materials change to tension at almost all Tmax. The peak value of the residual stresses reaches 50 up to 65MPa and is nearly independent from Tmax. Damage evolution was observed by light optical microscope and SEM after the same cycles as the residual stress measurements. Grain boundary reliefs arise and increase in all materials with increasing number of TF cycles and intergranular damage of EN AW-6061 and the matrix alloy of theis observed. Close to the particles, damage is more pronounced due to thermal and mechanical mismatch of the phases. Four mechanisms causing damage and residual stress development could be identified: thermally induced global deformation due to inhomogeneous distribution of temperature, thermally induced local deformation due to coefficient of thermal expansion CTE mismatch different th of both phases, mechanically induced local deformation due to different deformation behaviour of both phases and overaging. In the non-reinforced alloy global deformation is the dominant mechanism while in thealso local mechanisms are significant."
W2377848425,"molecular weight determination,phenolphthalein polycyanoarylether,butylphenol,1hnmr technique,tetrahydrofuran,mark houwink constant","MOLECULAR WEIGHT DETERMINATION OF THE PHENOLPHTHALEIN POLYCYANOARYLETHER BY ~1HNMR TECHNIQUE. A series of phenolphthalein polycyanoarylether with p t tutylphenol were successfully synthesized. The number average molecular weight of phenolphthalein polycyanoarylether. was determinated by 1HNMR technique. Combined with , relationship between and number average molecular weight was estabilished. The phenolphthalein polycyanoarylether in tetrahydrofuran at 60 were done to determine Mark Houwink constants. The values of K = 1.64 10 -6 and = 0.918 are obtained."
W3193524832,"mechanical property,thermal conductivity,residual stress,wear resistance,aluminum alumina composite,squeeze casting,powder metallurgy,lightweight structural material,automotive industry,vickers hardness,flexural strength,fracture toughness,thermal residual stress,frictional wear","A Comparative Study of Mechanical Properties, Thermal Conductivity, Residual Stresses, and Wear Resistance of Aluminum-Alumina Composites Obtained by Squeeze Casting and Powder Metallurgy. Squeeze casting and powder metallurgy techniques were employed to fabricate AlSi12/Al2O3 composites, which are lightweight structural materials with potential applications in the automotive industry. The impact of the processing route on the material properties was studied. Comparative analyses were conducted for the Vickers hardness, flexural strength, fracture toughness, thermal conductivity, thermal residual stresses, and frictional wear. Our results show that the squeeze cast composite exhibits superior properties to those obtained using powder metallurgy."
W2072284961,"nanofiller dispersion method,nanofiller dispersion,optoelectronic application,nanofiller distribution,polyurethane matrix,zirconium oxide,atomic force microscopy,force modulation,hrsem,thermal property,dsc,tga,polyurethane nanocomposite,transmittance,luminescence,polymeric nanocomposites","Selection of Nanofiller Dispersion Method and Properties Evaluation of Polyurethane/ZrO2:Eu Composites for Optoelectronic Applications. In the present study the distribution of nanofillers in the polyurethane matrix and the composite properties were investigated.a nanofiller, zirconium oxide doped with 10% Eu3+ was used. The nanofiller was added at 0.1 wt%. Different ways of nanofiller incorporation were investigated. The microstructure of the obtained materials was examined by atomic force microscopy in force modulation. The size analysis of the nanofiller was investigated with HRSEM. The thermal DSC, TGA properties of polyurethane nanocomposites were also investigated in addition to the analysis of transmittance and luminescence of obtained materials. The results obtained indicate a possibility of fabrication of polymeric nanocomposites for optoelectronic applications via a relatively inexpensive processing route."
W2065960663,"fiber reinforced titanium alloy matrix composite,fiber reinforcement,titanium alloy matrix,low cycle fatigue,fatigue damage initiation,fatigue damage propagation,fatigue damage diagram,fiber breakage,interfacial cracking,matrix cracking,progressive damage,microstructural parameter","Fracture mechanisms of fiber-reinforced titanium alloy matrix composites Part IV: Low cycle fatigue. The low cycle fatigue behavior and mechanisms of fatigue damage initiation and propagation of several SCS-6 fiber-reinforced titatnium alloy composites at room temperature were investigated. The fatigue damage diagram was constructed using the maximum stress in the fiber vs. fatigue life. Depending on the stress levels applied, the fatigue damage of the composites can be classified into three regions: 1 fiber breakage dominated, 2 interfacial cracking, matrix cracking and fiber breakage dominated progressive and 3 matrix cracking dominated. The microstructural parametes which affect the low cycle fatigue behavior of these composites are also discussed."
W1497595836,"sintered aluminium alloy,extrusion process,powder metallurgy manufacturing,industrial application,corrosion resistance,aerospace industry,structural material,aluminium oxide,aluminium sulfate,controlled atmosphere furnace,atmosphere furnace,bonding particles,tensile specimen,working stress,tensile stress","Study of safe factor of sintered aluminium alloys using extrusion process. : Powder metallurgy manufacturing route has wide industrial applications due to economic advantages. Aluminium is remarkable for the metal's low density and for its ability to resist corrosion due to the phenomenon of passivation and also it is known that the structural components of aluminium and its alloys are vital to the aerospace industry and are important in other areas of transportation and structural materials. So, the most useful compound of aluminium, at least on a weight basis, is the oxides and sulfates. Therefore the selected composition of powder mix is compacted, with the resultant shapes heated or sintered in a controlled atmosphere furnace to bond the particles and then extruded. The tensile specimens which are prepared from extrudates are tested. The high precision formation capability of PM generates components with near net shape, intricate features and good dimensional precision pieces. The results were good at all the stages and this present study reveals the estimation of safe factor with respect to working stress and ultimate tensile stress."
W2217845916,"fracture mechanic,fatigue lifetime prediction,fatigue crack growth test,crack growth,analytic fracture mechanic,mechanical load redistribution,micro structural bond,fatigue crack growth,microstructural load redistribution model,load redistribution model,fatigue endurance,sn curve parameter","Relating fracture mechanics and fatigue lifetime prediction. This article presents how to link together the results of fatigue crack growth tests, analytic fracture mechanics and experimental methods of fatigue lifetime predictions. The study at the beginning investigates the effect of mechanical load redistribution among failed and intact micro-structural bonds along fatigue crack growth to final crack at vulnerable locations in materials and structures under cyclic loads. The microstructural load redistribution model is analytically formulated as a mechanical interaction between fatigue crack growth and fatigue endurance on the macroscopic level. The article in continuation investigates how to link the parameters of fatigue crack growth in fracture mechanics to parameters of fatigue life directly from the work done on crack growth determined by testing. The article at the end illustrates the application of the analytic procedure for fatigue lifetime prediction that combines fracture mechanics and the load redistribution model for determination of SN curve parameters important in structural analysis and design. In this research the fatigue life time parameters are derived from a single fatigue crack growth experiment instead from normally required sets of fatigue tests for different loading conditions."
W2146401910,"vibro acoustic characterization,vibro acoustic optimization,periodic cellular material structure,cellular material structure,nvh application,automobile purchaser,multi functional structure,sandwich form,vibration response,acoustic response,vibration behavior,acoustic behavior,numerical approach,noise transmission minimization,vibration transmission minimization","Vibro-Acoustic Characterization and Optimization of Periodic Cellular Material Structures PCMS for NVH Applications. NVHNoise, vibration, and harshness performance has been identified as having a significant influence in the purchase considerations of most automobile purchasers. Periodic cellular material structures PCMS are recently introduced multi-functional structures, commonly in sandwich form, that facilitate a wide variety of engineering purposes. Although literature concerning many PCMS properties is abundant, information about their vibration and acoustic responses is scanty, to the best knowledge of the present authors. This article documents a basic investigation of the vibration and acoustic behaviors of some PCMS through practical, analytical and numerical approaches, in order to evaluate the possibilities for minimizing, the transmission of noise and vibration. Some of these materials were made and investigated over frequency ranges which include several commonly-encountered vibration and acoustic frequencies of automotive and some other structures. Observations from this work are therefore expected to contribute towards design inputs to obtain better performances. A novel investigation of the effects upon vibration response of even slight inaccuracies of cutting out samples from larger blanks of such materials has also been made."
W2024683261,"electronic property,structural property,nio surface,reconstruction effect,wave method,car parrinello molecular dynamic,molecular dynamic,car parrinello,atomic geometry,electronic ground state,correlation effect,meanfield multi orbital hubbard correction,hubbard correction,local spin density hamiltonian,spin density,local density approximation,hubbard interaction","LDA+U calculated electronic and structural properties of NiO001 and NiO111 p22 surfaces. In this work, the reconstruction effects for NiO001 and oxygen terminated NiO111 p22 surfaces have been investigated. The projector augmented wave method together with the Car-Parrinello molecular dynamics scheme have been used to determine the atomic geometry and electronic ground state. The correlation effects of the Ni d electrons are treated using a meanfield multi-orbital Hubbard correction, the so-called LDA+ U approximation, to the local spin density Hamiltonian where LDA stands for the local-density approximation and U for the Hubbard interaction. The LDA+ U calculation shows that the reconstruction effects as well as the changes of the electronic structure of the NiO001 surface are small compared to the unreconstructed surface. On the contrary, the oxygen-terminated NiO111 p22 polar surface exhibits important reconstruction effects and changes of the electronic structure, that provide additional stabilization of this polar surface."
W2373566506,"feo magnetic fiber,lumen loading,situ synthesis,magnetic powder,pulp powder,nanosized magnetic particle,pulp fibres,chemical coprecipitation,magnetic paper,scanning electron microscope,x ray diffraction,vibrating sample magnetometer,magnetometer,magnetic property,super paramagnetic behavior,particle size,particle distribution","Characterization of Fe_3O_4 Magnetic Fiber Prepared by Lumen Loading and in Situ Synthesis Process. For the lumen loading process,commercial magnetiteFe3O4 powders have been introduced into the lumen by mixing the pulp and magnetic powder.For the in situ synthesis process,nanosized magnetite particles have been precipitated in the presence of pulp fibres and deposited inside the lumen of fibres via chemical coprecipitation process.The structure and properties of magnetic paper was characterized by using scanning electron microscopeSEM,X-ray diffractionXRD and vibrating sample magnetometerVSM.The experiment result indicates that:the magnetic properties of the in situ synthesis papers are lower compared to the lumen loaded papers in which can be explained that the nanosized magnetite particles possess super-paramagnetic behavior.However,the SEM micrograph shows that the size and the distribution of the magnetic particles inside the lumen for the in situ synthesis papers are much better than that of the lumen loading papers."
W2014216223,"hdh titanium powder,titanium powder,biomaterial application,surgical implant,cobalt chromium molybdenum alloy,cobalt chromium molybdenum,implant performance,tissue restoration,orthopedic prosthesis,titanium alloys,non toxic element,low modulus of elasticity,powder metallurgy technique,controlled porous structure,porous structure,porous coating,dental surgical implants,orthopedic surgical implant,bone tissue growth,bone tissue,porous metallic biomaterial","Characterization of HDH Titanium Powder for Biomaterial Applications. Several materials have been used as surgical implants since the 16th century. Materials can be implanted in the human body; however, the choice of the appropriate material is based on the required mechanical, physical, chemical, and biological properties. Until now two classes of metals namely stainless steel and cobalt-chromium-molybdenum alloys became known as materials for implant applications. They were considered suitable for surgical implant procedures but many researchers and surgeons were not completely satisfied with their performance. The main problem of the modern science is to find a material that perfectly restores tissues damaged after accidents or diseases. The trend of the current research in orthopedic prosthesis is based on the development of titanium alloys composed of non-toxic elements with low modulus of elasticity. Powder metallurgy techniques have beenused to produce controlled porous structures such as the porous coating applied for dental and orthopedic surgical implants which allows bone tissue grown within the implant surface, improving fixation. The development of porous metallic biomaterials associated with their biomedical applications is an important research area. To obtain a good one implant successful therapy the composition, size, form and topography of the alloys are extremely important."
W2737887370,"three dimensional interconnected nanoporous ntio2,interconnected nanoporous ntio2,photoelectrochemical water splitting,water splitting,photoelectrochemical,high specific surface area,porous properties,nitrogen doped tio2,annealing in ammonia atmosphere,ammonia atmosphere,light absorption,charge separation,charge transfer resistance,high photocurrent density,photocurrent density,reversible hydrogen electrode,hydrogen electrode,photostability,long term illumination","Facile fabrication of three-dimensional interconnected nanoporous NTiO2 for efficient photoelectrochemical water splitting. Three-dimensional 3D interconnected porous architectures are expected to perform well in photoelectrochemical PEC water splitting due to their high specific surface area as well as favourable porous properties and interconnections. In this work, we demonstrated the facile fabrication of 3D interconnected nanoporous N-doped TiO2NTiO2 network by annealing the anodized 3D interconnected nanoporous TiO2TiO2 network in ammonia atmosphere. The obtained NTiO2 network exhibited broadened light absorption, and abundant, interconnected pores for improving charge separation, which was supported by the reduced charge transfer resistance. With these merits, a remarkably high photocurrent density at 1.23V vs. reversible hydrogen electrode RHE was realized for the NTiO2 network without any co-catalysts or sacrificial reagents, and the photostability can be assured after long term illumination. In view of its simplicity and efficiency, this structure promises for perspective PEC applications."
W2949199832,"al2o3 y2o3 nb2o5 oxide mixture,oxide mixture,fill factor,solar cell,copper based additive,additive pase,front contact formation,silicon solar cells,screen printing,silver paste,copper based paste,solar cell front contact","Study of the Processing and Characterization of the Mixture of Oxides of Al2O3Y2O3Nb2O5. In this paper are presented both the fill factor of 0.75 and an efficiency approaching 14.64 % of solar cell, which were achieved, despite the non-optimized process. A new Cu-based additive of pastes were applied for formation of front contact on silicon solar cells. Front contact were screen-printed using commercial silver paste containing the CuXX additive prepared at laboratory. It is the world's first copper based paste appropriate for high-temperature production processes of front contact of the solar cell."
W2603583844,"thermal characterization of talc,thermal analysis,thermal decomposition,talc sample,brucite sheet,talc sheet,mineral sample,chlorite impurity",Thermal Characterization Of Talc: Simplification Brought By CRTA. Controlled transformation rate thermal analysis has been used to study the thermal decomposition of a reference talc sample from Luzenac. The vacuum conditions and low rate of decomposition used in the present study has enabled to understand and quantify the decomposition in terms of the different brucite and talc sheets of the present mineral sample with chlorite impurity.
W2066129955,"solid galvanic waste,galvanic waste,glass matrix,alkaline metals,transition metals,ecological damage,health damage,silicate glass matrix,recycling galvanic waste,amorphous structure,amorphous phases formation,ceramic enamel,coating characteristic,waste incorporation","Solid Galvanic Wastes Incorporation in Glass Matrices. Among the industrial solid residues, the galvanic wastes have been received special attention, due to the nature of its components. These residues in general present a high concentration of alkaline and transition metals. When discarded or stored inadequately, they can be released for the environment, causing ecological and health damages. An interesting alternative to recycle those wastes is to remove them from the environment, through its incorporation in silicate glasses matrices. This work proposes the obtaining of amorphous structures, glasses or frits, from formulations with industrial solid galvanic wastes, with good chemical stability. A characterization study of the residue and primary materials, as commercial silica and feldspar and investigations about the formation of amorphous phases, galvanic wastes incorporation and chemical stability of the obtained products, were made. With these results, it was possible to formulate compositions that allow the obtaining of frits for ceramic enamels, with 23 % in weight of solid galvanic waste incorporated and good coating characteristics."
W2000986644,"electric conductivity,organic film,nanosize metal particle,metal particle,nanodispersed particle,thin polymer film,low temperature codeposition,reactive para xylylene monomer,metal nanoparticle in polymer matrix,metal nanoparticle,polymer matrix,charge tunnel transfer,tunnel transfer,dielectric layer","Electric conductivity of organic films, containing nanosize metal particles. New materials, containing nanodispersed particles Ag, Pb, Mn, Ca, Sm, Na, CdS, ZnS in the thin polymer film have been obtained via low temperature codeposition of metal or sulphide with reactive para -xylylene monomer vapours at. Electric conductivity of the films was studied during the components co-condensation, upon sample annealing in range and maintaining at constant temperature. With a rise of metal nanoparticles in the polymer matrix, the conductivity tends to increase. The conductivity may be determined as a tunnel transfer of charge from one nanoparticle to another through a thin dielectric layer up to 50 nm of polymer matrix."
W2041278108,"surface tension measurement,liquid iron,liquid nickel,oscillating drop technique,molten metal,rayleigh equation,liquid metal droplet,electromagnetic levitation,inert flowing gas,high speed cinematography","Surface tension measurements on pure liquid iron and nickel by an oscillating drop technique. A novel experimental technique for the measurement of surface tension of molten metals has been developed. It is based on the Rayleigh equation which relates frequency and surface tension for an oscillating drop. A systematic study has shown this equation to be valid for a liquid metal droplet levitated electromagnetically in an inert flowing gas with no prior calibration required. It is, therefore, an absolute method. The frequencies of oscillation of droplets of pure iron and nickel in a 6 pct H2He gas mixture were measured by high speed cinematography. Surface tensions were obtained for temperatures of 1550 to for iron and 1475 to for nickel."
W3038664640,"zeolite usage,thermal degradation,polypropylene pyrolysis,plastic material,lightweight characteristic,plastic waste,environmental problem,pyrolysis method,light hydrocarbon,energy source,zeolite catalyst,isoconversional friedman method,friedman method,flynn wall ozawa method,flynn wall ozawa","Study of Zeolite Usage in Thermal Degradation Process of Polypropylene Pyrolysis. Plastics materials have been an integral part in peoples daily life due to their high elasticity, formability and lightweight characteristics which are suitable for many products. However, exponentially growth of plastics waste leads to heavy environmental problems due to the plastics nature which is not easily degradable. One of solution to alleviate environmental problems due to plastics waste is to use pyrolysis method to burn plastics waste and convert them into lighter hydrocarbon which can be used as a source of energy. In this final project, the addition of zeolite catalyst in pyrolysis process of Polypropylene plastic waste has been studied in the terms of energy activation. Isoconversional Friedman and Flynn-Wall-Ozawa methods were used. The results may suggest that the role of zeolite as catalyst is pronounced only in the early stage of pyrolysis process. Keywords: plastics waste, Polypropylene, Zeolite, Friedman, Flynn-Wall-Ozawa"
W3026968676,"mechanochemical method,metal structure surfaces preparation,protective coating,metal building structure,surface preparation,labor coefficient reduction,rust painting method,rust painting,anticorrosive material","Possibility Justification of Application of the Mecanochemical Method during Preparation of the Metal Structures' Surfaces under Repair and Reconstruction. The present studies provided for an improvement in the technology of applying protective coatings for metal building structures, primarily coatings being renewed during their repair, modernization or reconstruction of production. At that the main objectives of the research were reduction of the labor coefficient of work relating to the preparation of surfaces of metal building structures, by applying the rust painting method, and creation of anticorrosive materials with universal properties combining the functions of rust, primer and basic coating modifiers."
W2008877098,"statistical ritchie knott rice model,ritchie knott rice,brittle fracture,functionally graded material,slender notch,weibull statistic,youngs modulus,modulus variation,compact tension fracture mechanics specimen,compact tension,fracture mechanics specimen,finite element method,near tip stress state,stress state,stress intensity,fracture toughness,flaw failure,weibull modulus","A Statistical RKR Fracture Model for the Brittle Fracture of Functionally Graded Materials. A statistical Ritchie-Knott-Rice RKR 1 model for brittle fracture is considered for an FGM containing a slender notch. The FMG is modeled as linear elastic, with its strength described by two-parameter Weibull statistics. The Young's modulus is assumed to vary either linearly or sigmoidally. A compact tension CT fracture mechanics specimen is analyzed via the finite element method, considering the effect of modulus variation on the near-tip stress state. Results can be characterized by the stress intensity, K. For spatially constant Weibull parameters, the RKR model is used to predict the expected fracture toughness, K ,e., the K at which the first flaw failure occurs with probability . For sufficiently high Weibull modulus, the failure occurs essentially at the notch tip. For sufficiently low Weibull modulus m < 4, K for an FGM is found to vary up to 25% from that of a homogeneous body."
W2745134291,"cdse quantum dot,quantum dot,tio2 flower rod film,flower rod film,quantum dot sensitized solar cell,solar cell,one dimensional nanorods,fluorine doped tin oxide conducting glass,fluorine doped tin oxide,conducting glass,hydrothermal synthesis method,absorption of light,direct electrical pathway,coating cycle,photovoltaic performance,successive ionic layer adsorption reaction,silar","Assembly of CdSe Quantum Dots onto TiO2Flower-rod Films for Quantum Dot-sensitized Solar Cell Applications. A hierarchical double-layered TiO2 flower-rod structure composed of three-dimensional 3D TiO2 flowers and one-dimensional 1D nanorods on transparent fluorine-doped tin oxide FTO conducting glass has been synthesized by a facile hydrothermal method and was applied as photoanode in CdSe quantum dots sensitized solar cells The 3D TiO2 flowers with the increased surface areas can adsorb more which reinforce the absorption of light; meanwhile 1D TiO2 nanorods beneath the flowers offer a direct electrical pathway for photogenerated electrons, accelerating the electron transfer rate. The effect of coating cycles ofon the photovoltaic performance was investigated by successive ionic layer adsorption reaction SILAR cycles. The best power conversion efficiency of solar cell based on flower-rod structure with 12 SILAR cycles of CdSecan reached to 1.98% under one sun illumination AM 1.5G, 100 mW/cm2."
